datetime,open,high,low,close,volume,spread,real_volume,symbol,timeframe,weekday,hour
2025-06-30 13:40:00,1.17185,1.17206,1.17176,1.1718,136,0,0,EURUSD,M5,Monday,13
2025-06-30 13:45:00,1.17181,1.17228,1.17179,1.17207,169,0,0,EURUSD,M5,Monday,13
2025-06-30 13:50:00,1.17208,1.17237,1.17202,1.17224,226,0,0,EURUSD,M5,Monday,13
2025-06-30 13:55:00,1.1722299999999999,1.17249,1.17208,1.17248,268,0,0,EURUSD,M5,Monday,13
2025-06-30 14:00:00,1.1724700000000001,1.17287,1.17243,1.17255,306,0,0,EURUSD,M5,Monday,14
2025-06-30 14:05:00,1.17254,1.17263,1.17234,1.17263,181,0,0,EURUSD,M5,Monday,14
2025-06-30 14:10:00,1.17262,1.17291,1.17254,1.17268,198,0,0,EURUSD,M5,Monday,14
2025-06-30 14:15:00,1.17267,1.1728,1.17236,1.17251,165,0,0,EURUSD,M5,Monday,14
2025-06-30 14:20:00,1.17252,1.17307,1.17251,1.17302,241,0,0,EURUSD,M5,Monday,14
2025-06-30 14:25:00,1.17303,1.17317,1.17288,1.17293,175,0,0,EURUSD,M5,Monday,14
2025-06-30 14:30:00,1.17294,1.17305,1.17269,1.17299,152,0,0,EURUSD,M5,Monday,14
2025-06-30 14:35:00,1.17295,1.17307,1.17256,1.17264,212,0,0,EURUSD,M5,Monday,14
2025-06-30 14:40:00,1.17259,1.17268,1.17239,1.17243,172,0,0,EURUSD,M5,Monday,14
2025-06-30 14:45:00,1.17244,1.1727400000000001,1.17243,1.17262,169,0,0,EURUSD,M5,Monday,14
2025-06-30 14:50:00,1.17263,1.17289,1.17261,1.17277,249,0,0,EURUSD,M5,Monday,14
2025-06-30 14:55:00,1.17276,1.17276,1.1723,1.1723,245,0,0,EURUSD,M5,Monday,14
2025-06-30 15:00:00,1.17234,1.17252,1.17208,1.17211,266,0,0,EURUSD,M5,Monday,15
2025-06-30 15:05:00,1.1721,1.1722,1.172,1.17203,183,0,0,EURUSD,M5,Monday,15
2025-06-30 15:10:00,1.17202,1.17204,1.1715,1.17165,369,0,0,EURUSD,M5,Monday,15
