datetime,open,high,low,close,volume,spread,real_volume,symbol,timeframe,weekday,hour
2025-04-01 05:00:00,1.08205,1.08243,1.08201,1.08241,486,2,0,EURUSD,M15,Tuesday,5
2025-04-01 05:15:00,1.08241,1.08284,1.08231,1.08255,359,2,0,EURUSD,M15,Tuesday,5
2025-04-01 05:30:00,1.08255,1.08272,1.08239,1.08243,320,2,0,EURUSD,M15,Tuesday,5
2025-04-01 05:45:00,1.08243,1.08263,1.0823,1.0824,423,2,0,EURUSD,M15,Tuesday,5
2025-04-01 06:00:00,1.08241,1.08247,1.0821,1.08232,325,2,0,EURUSD,M15,Tuesday,6
2025-04-01 06:15:00,1.08232,1.0825,1.0823,1.08238,232,2,0,EURUSD,M15,Tuesday,6
2025-04-01 06:30:00,1.08238,1.08277,1.08227,1.08253,475,2,0,EURUSD,M15,Tuesday,6
2025-04-01 06:45:00,1.08253,1.08274,1.08239,1.08269,479,2,0,EURUSD,M15,Tuesday,6
2025-04-01 07:00:00,1.0827,1.08301,1.08266,1.08273,288,2,0,EURUSD,M15,Tuesday,7
2025-04-01 07:15:00,1.08273,1.08281,1.0825,1.08263,269,2,0,EURUSD,M15,Tuesday,7
2025-04-01 07:30:00,1.08263,1.08297,1.08262,1.08273,393,2,0,EURUSD,M15,Tuesday,7
2025-04-01 07:45:00,1.08272,1.08298,1.08249,1.0825,349,2,0,EURUSD,M15,Tuesday,7
2025-04-01 08:00:00,1.08251,1.08251,1.08173,1.08176,397,2,0,EURUSD,M15,Tuesday,8
2025-04-01 08:15:00,1.08176,1.08189,1.08123,1.08135,411,2,0,EURUSD,M15,Tuesday,8
2025-04-01 08:30:00,1.08135,1.08172,1.08118,1.08158,401,2,0,EURUSD,M15,Tuesday,8
2025-04-01 08:45:00,1.08158,1.08167,1.08064,1.08068,556,2,0,EURUSD,M15,Tuesday,8
2025-04-01 09:00:00,1.08068,1.0808,1.08009,1.0805,575,2,0,EURUSD,M15,Tuesday,9
2025-04-01 09:15:00,1.0805,1.08075,1.0799,1.08008,561,2,0,EURUSD,M15,Tuesday,9
2025-04-01 09:30:00,1.08008,1.0808,1.07993,1.0806,676,2,0,EURUSD,M15,Tuesday,9
2025-04-01 09:45:00,1.08059,1.08105,1.08028,1.08083,622,2,0,EURUSD,M15,Tuesday,9
2025-04-01 10:00:00,1.0808200000000001,1.08112,1.08008,1.08109,929,2,0,EURUSD,M15,Tuesday,10
2025-04-01 10:15:00,1.08107,1.08124,1.07991,1.0804,824,2,0,EURUSD,M15,Tuesday,10
2025-04-01 10:30:00,1.08041,1.08083,1.07994,1.08,740,2,0,EURUSD,M15,Tuesday,10
2025-04-01 10:45:00,1.07998,1.08034,1.07995,1.08017,641,2,0,EURUSD,M15,Tuesday,10
2025-04-01 11:00:00,1.08011,1.08076,1.08004,1.08063,578,2,0,EURUSD,M15,Tuesday,11
2025-04-01 11:15:00,1.08063,1.08104,1.08034,1.08092,573,2,0,EURUSD,M15,Tuesday,11
2025-04-01 11:30:00,1.08092,1.08149,1.0808,1.08107,442,2,0,EURUSD,M15,Tuesday,11
